Rede,Escola,Serie,Turma,Status,AnoLetivo,Turno,Aluno,Matricula,E-mail do Educacional do aluno,CPF,Responsavel
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 181,10181,aluno181@motivo.com.br,12345678901,Resp 181
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 182,10182,aluno182@motivo.com.br,12345678901,Resp 182
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 183,10183,aluno183@motivo.com.br,12345678901,Resp 183
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 184,10184,aluno184@motivo.com.br,12345678901,Resp 184
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 185,10185,aluno185@motivo.com.br,12345678901,Resp 185
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 186,10186,aluno186@motivo.com.br,12345678901,Resp 186
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 187,10187,aluno187@motivo.com.br,12345678901,Resp 187
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 188,10188,aluno188@motivo.com.br,12345678901,Resp 188
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 189,10189,aluno189@motivo.com.br,12345678901,Resp 189
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 190,10190,aluno190@motivo.com.br,12345678901,Resp 190
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 191,10191,aluno191@motivo.com.br,12345678901,Resp 191
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 192,10192,aluno192@motivo.com.br,12345678901,Resp 192
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 193,10193,aluno193@motivo.com.br,12345678901,Resp 193
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 194,10194,aluno194@motivo.com.br,12345678901,Resp 194
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 195,10195,aluno195@motivo.com.br,12345678901,Resp 195
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 196,10196,aluno196@motivo.com.br,12345678901,Resp 196
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 197,10197,aluno197@motivo.com.br,12345678901,Resp 197
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 198,10198,aluno198@motivo.com.br,12345678901,Resp 198
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 199,10199,aluno199@motivo.com.br,12345678901,Resp 199
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 200,10200,aluno200@motivo.com.br,12345678901,Resp 200
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 201,10201,aluno201@motivo.com.br,12345678901,Resp 201
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 202,10202,aluno202@motivo.com.br,12345678901,Resp 202
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 203,10203,aluno203@motivo.com.br,12345678901,Resp 203
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 204,10204,aluno204@motivo.com.br,12345678901,Resp 204
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 205,10205,aluno205@motivo.com.br,12345678901,Resp 205
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 206,10206,aluno206@motivo.com.br,12345678901,Resp 206
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 207,10207,aluno207@motivo.com.br,12345678901,Resp 207
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 208,10208,aluno208@motivo.com.br,12345678901,Resp 208
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 209,10209,aluno209@motivo.com.br,12345678901,Resp 209
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 210,10210,aluno210@motivo.com.br,12345678901,Resp 210
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 211,10211,aluno211@motivo.com.br,12345678901,Resp 211
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 212,10212,aluno212@motivo.com.br,12345678901,Resp 212
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 213,10213,aluno213@motivo.com.br,12345678901,Resp 213
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 214,10214,aluno214@motivo.com.br,12345678901,Resp 214
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 215,10215,aluno215@motivo.com.br,12345678901,Resp 215
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 216,10216,aluno216@motivo.com.br,12345678901,Resp 216
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 217,10217,aluno217@motivo.com.br,12345678901,Resp 217
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 218,10218,aluno218@motivo.com.br,12345678901,Resp 218
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 219,10219,aluno219@motivo.com.br,12345678901,Resp 219
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 220,10220,aluno220@motivo.com.br,12345678901,Resp 220
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 221,10221,aluno221@motivo.com.br,12345678901,Resp 221
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 222,10222,aluno222@motivo.com.br,12345678901,Resp 222
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 223,10223,aluno223@motivo.com.br,12345678901,Resp 223
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 224,10224,aluno224@motivo.com.br,12345678901,Resp 224
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 225,10225,aluno225@motivo.com.br,12345678901,Resp 225
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 226,10226,aluno226@motivo.com.br,12345678901,Resp 226
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 227,10227,aluno227@motivo.com.br,12345678901,Resp 227
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 228,10228,aluno228@motivo.com.br,12345678901,Resp 228
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 229,10229,aluno229@motivo.com.br,12345678901,Resp 229
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 230,10230,aluno230@motivo.com.br,12345678901,Resp 230
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 231,10231,aluno231@motivo.com.br,12345678901,Resp 231
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 232,10232,aluno232@motivo.com.br,12345678901,Resp 232
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 233,10233,aluno233@motivo.com.br,12345678901,Resp 233
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 234,10234,aluno234@motivo.com.br,12345678901,Resp 234
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 235,10235,aluno235@motivo.com.br,12345678901,Resp 235
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 236,10236,aluno236@motivo.com.br,12345678901,Resp 236
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 237,10237,aluno237@motivo.com.br,12345678901,Resp 237
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 238,10238,aluno238@motivo.com.br,12345678901,Resp 238
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 239,10239,aluno239@motivo.com.br,12345678901,Resp 239
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 240,10240,aluno240@motivo.com.br,12345678901,Resp 240
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 241,10241,aluno241@motivo.com.br,12345678901,Resp 241
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 242,10242,aluno242@motivo.com.br,12345678901,Resp 242
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 243,10243,aluno243@motivo.com.br,12345678901,Resp 243
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 244,10244,aluno244@motivo.com.br,12345678901,Resp 244
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 245,10245,aluno245@motivo.com.br,12345678901,Resp 245
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 246,10246,aluno246@motivo.com.br,12345678901,Resp 246
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 247,10247,aluno247@motivo.com.br,12345678901,Resp 247
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 248,10248,aluno248@motivo.com.br,12345678901,Resp 248
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 249,10249,aluno249@motivo.com.br,12345678901,Resp 249
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 250,10250,aluno250@motivo.com.br,12345678901,Resp 250
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 251,10251,aluno251@motivo.com.br,12345678901,Resp 251
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 252,10252,aluno252@motivo.com.br,12345678901,Resp 252
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 253,10253,aluno253@motivo.com.br,12345678901,Resp 253
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 254,10254,aluno254@motivo.com.br,12345678901,Resp 254
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 255,10255,aluno255@motivo.com.br,12345678901,Resp 255
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 256,10256,aluno256@motivo.com.br,12345678901,Resp 256
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 257,10257,aluno257@motivo.com.br,12345678901,Resp 257
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 258,10258,aluno258@motivo.com.br,12345678901,Resp 258
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 259,10259,aluno259@motivo.com.br,12345678901,Resp 259
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 260,10260,aluno260@motivo.com.br,12345678901,Resp 260
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 261,10261,aluno261@motivo.com.br,12345678901,Resp 261
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 262,10262,aluno262@motivo.com.br,12345678901,Resp 262
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 263,10263,aluno263@motivo.com.br,12345678901,Resp 263
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 264,10264,aluno264@motivo.com.br,12345678901,Resp 264
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 265,10265,aluno265@motivo.com.br,12345678901,Resp 265
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 266,10266,aluno266@motivo.com.br,12345678901,Resp 266
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 267,10267,aluno267@motivo.com.br,12345678901,Resp 267
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 268,10268,aluno268@motivo.com.br,12345678901,Resp 268
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 269,10269,aluno269@motivo.com.br,12345678901,Resp 269
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 270,10270,aluno270@motivo.com.br,12345678901,Resp 270
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 271,10271,aluno271@motivo.com.br,12345678901,Resp 271
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 272,10272,aluno272@motivo.com.br,12345678901,Resp 272
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 273,10273,aluno273@motivo.com.br,12345678901,Resp 273
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 274,10274,aluno274@motivo.com.br,12345678901,Resp 274
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 275,10275,aluno275@motivo.com.br,12345678901,Resp 275
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 276,10276,aluno276@motivo.com.br,12345678901,Resp 276
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 277,10277,aluno277@motivo.com.br,12345678901,Resp 277
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 278,10278,aluno278@motivo.com.br,12345678901,Resp 278
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 279,10279,aluno279@motivo.com.br,12345678901,Resp 279
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 280,10280,aluno280@motivo.com.br,12345678901,Resp 280
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 281,10281,aluno281@motivo.com.br,12345678901,Resp 281
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 282,10282,aluno282@motivo.com.br,12345678901,Resp 282
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 283,10283,aluno283@motivo.com.br,12345678901,Resp 283
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 284,10284,aluno284@motivo.com.br,12345678901,Resp 284
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 285,10285,aluno285@motivo.com.br,12345678901,Resp 285
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 286,10286,aluno286@motivo.com.br,12345678901,Resp 286
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 287,10287,aluno287@motivo.com.br,12345678901,Resp 287
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 288,10288,aluno288@motivo.com.br,12345678901,Resp 288
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 289,10289,aluno289@motivo.com.br,12345678901,Resp 289
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 290,10290,aluno290@motivo.com.br,12345678901,Resp 290
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 291,10291,aluno291@motivo.com.br,12345678901,Resp 291
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 292,10292,aluno292@motivo.com.br,12345678901,Resp 292
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 293,10293,aluno293@motivo.com.br,12345678901,Resp 293
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 294,10294,aluno294@motivo.com.br,12345678901,Resp 294
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 295,10295,aluno295@motivo.com.br,12345678901,Resp 295
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 296,10296,aluno296@motivo.com.br,12345678901,Resp 296
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 297,10297,aluno297@motivo.com.br,12345678901,Resp 297
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 298,10298,aluno298@motivo.com.br,12345678901,Resp 298
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 299,10299,aluno299@motivo.com.br,12345678901,Resp 299
Motivo,Boa Viagem,Infantil 4 Regular,A,Matriculado,2026,Manhã,Aluno Audit 300,10300,aluno300@motivo.com.br,12345678901,Resp 300
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 151,10151,aluno151@motivo.com.br,12345678901,Resp 151
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 152,10152,aluno152@motivo.com.br,12345678901,Resp 152
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 153,10153,aluno153@motivo.com.br,12345678901,Resp 153
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 154,10154,aluno154@motivo.com.br,12345678901,Resp 154
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 155,10155,aluno155@motivo.com.br,12345678901,Resp 155
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 156,10156,aluno156@motivo.com.br,12345678901,Resp 156
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 157,10157,aluno157@motivo.com.br,12345678901,Resp 157
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 158,10158,aluno158@motivo.com.br,12345678901,Resp 158
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 159,10159,aluno159@motivo.com.br,12345678901,Resp 159
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 160,10160,aluno160@motivo.com.br,12345678901,Resp 160
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 161,10161,aluno161@motivo.com.br,12345678901,Resp 161
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 162,10162,aluno162@motivo.com.br,12345678901,Resp 162
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 163,10163,aluno163@motivo.com.br,12345678901,Resp 163
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 164,10164,aluno164@motivo.com.br,12345678901,Resp 164
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 165,10165,aluno165@motivo.com.br,12345678901,Resp 165
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 166,10166,aluno166@motivo.com.br,12345678901,Resp 166
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 167,10167,aluno167@motivo.com.br,12345678901,Resp 167
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 168,10168,aluno168@motivo.com.br,12345678901,Resp 168
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 169,10169,aluno169@motivo.com.br,12345678901,Resp 169
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 170,10170,aluno170@motivo.com.br,12345678901,Resp 170
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 171,10171,aluno171@motivo.com.br,12345678901,Resp 171
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 172,10172,aluno172@motivo.com.br,12345678901,Resp 172
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 173,10173,aluno173@motivo.com.br,12345678901,Resp 173
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 174,10174,aluno174@motivo.com.br,12345678901,Resp 174
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 175,10175,aluno175@motivo.com.br,12345678901,Resp 175
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 176,10176,aluno176@motivo.com.br,12345678901,Resp 176
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 177,10177,aluno177@motivo.com.br,12345678901,Resp 177
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 178,10178,aluno178@motivo.com.br,12345678901,Resp 178
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 179,10179,aluno179@motivo.com.br,12345678901,Resp 179
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 180,10180,aluno180@motivo.com.br,12345678901,Resp 180
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 181,10181,aluno181@motivo.com.br,12345678901,Resp 181
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 182,10182,aluno182@motivo.com.br,12345678901,Resp 182
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 183,10183,aluno183@motivo.com.br,12345678901,Resp 183
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 184,10184,aluno184@motivo.com.br,12345678901,Resp 184
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 185,10185,aluno185@motivo.com.br,12345678901,Resp 185
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 186,10186,aluno186@motivo.com.br,12345678901,Resp 186
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 187,10187,aluno187@motivo.com.br,12345678901,Resp 187
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 188,10188,aluno188@motivo.com.br,12345678901,Resp 188
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 189,10189,aluno189@motivo.com.br,12345678901,Resp 189
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 190,10190,aluno190@motivo.com.br,12345678901,Resp 190
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 191,10191,aluno191@motivo.com.br,12345678901,Resp 191
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 192,10192,aluno192@motivo.com.br,12345678901,Resp 192
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 193,10193,aluno193@motivo.com.br,12345678901,Resp 193
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 194,10194,aluno194@motivo.com.br,12345678901,Resp 194
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 195,10195,aluno195@motivo.com.br,12345678901,Resp 195
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 196,10196,aluno196@motivo.com.br,12345678901,Resp 196
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 197,10197,aluno197@motivo.com.br,12345678901,Resp 197
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 198,10198,aluno198@motivo.com.br,12345678901,Resp 198
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 199,10199,aluno199@motivo.com.br,12345678901,Resp 199
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 200,10200,aluno200@motivo.com.br,12345678901,Resp 200
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 201,10201,aluno201@motivo.com.br,12345678901,Resp 201
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 202,10202,aluno202@motivo.com.br,12345678901,Resp 202
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 203,10203,aluno203@motivo.com.br,12345678901,Resp 203
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 204,10204,aluno204@motivo.com.br,12345678901,Resp 204
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 205,10205,aluno205@motivo.com.br,12345678901,Resp 205
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 206,10206,aluno206@motivo.com.br,12345678901,Resp 206
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 207,10207,aluno207@motivo.com.br,12345678901,Resp 207
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 208,10208,aluno208@motivo.com.br,12345678901,Resp 208
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 209,10209,aluno209@motivo.com.br,12345678901,Resp 209
Motivo,Boa Viagem,Infantil 5 Regular,A,Matriculado,2027,Manhã,Aluno Audit 210,10210,aluno210@motivo.com.br,12345678901,Resp 210
